# reference acquisiton gt
# x(m), y(m), z(m),  timestamp (ms GMT )
103390923359.143967
5.374015, 2.579691, 2.077555, 103391057142.335754
5.369344, 2.573577, 2.070891, 103391057226.012848
5.364537, 2.568417, 2.073116, 103391057309.643692
5.363873, 2.562234, 2.074684, 103391057393.182236
5.366378, 2.559377, 2.063763, 103391057476.490753
5.368479, 2.557703, 2.075153, 103391057559.614838
5.370857, 2.566503, 2.067273, 103391057642.462341
5.384272, 2.576625, 2.067890, 103391057725.217896
5.398254, 2.579669, 2.058387, 103391057808.065323
5.408527, 2.588436, 2.061101, 103391057891.005051
5.406843, 2.593407, 2.062175, 103391057973.990967
5.410550, 2.601110, 2.064187, 103391058057.022949
5.406948, 2.606435, 2.071276, 103391058140.101196
5.396482, 2.612579, 2.074817, 103391058223.178925
5.401754, 2.625567, 2.070095, 103391058306.210709
5.412724, 2.638074, 2.068211, 103391058389.473221
5.412423, 2.638962, 2.078600, 103391058472.873840
5.416126, 2.631027, 2.077761, 103391058556.504822
5.417574, 2.617983, 2.079827, 103391058640.181793
5.408917, 2.613714, 2.078351, 103391058723.904602
5.396406, 2.606431, 2.078218, 103391058807.535202
5.386136, 2.605527, 2.077773, 103391058891.027695
5.370424, 2.602004, 2.080783, 103391058974.382141
5.361978, 2.600115, 2.076743, 103391059057.598267
5.353921, 2.594663, 2.076942, 103391059140.676163
5.346818, 2.590854, 2.071575, 103391059223.708084
5.346042, 2.587724, 2.074121, 103391059306.555481
5.335432, 2.583038, 2.074108, 103391059389.218552
5.321669, 2.573482, 2.083181, 103391059471.973953
5.309484, 2.547522, 2.079302, 103391059554.867508
5.296376, 2.524749, 2.090977, 103391059637.806900
5.290580, 2.505014, 2.091676, 103391059720.930954
5.272478, 2.487767, 2.087780, 103391059804.100891
5.262824, 2.473095, 2.084363, 103391059887.316910
5.247211, 2.459567, 2.087945, 103391059970.625153
5.238648, 2.451107, 2.081377, 103391060054.025604
5.234741, 2.443172, 2.075976, 103391060137.426315
5.233355, 2.439428, 2.077702, 103391060220.918991
5.234378, 2.437209, 2.075245, 103391060304.365570
5.238113, 2.440931, 2.070558, 103391060387.719757
5.234836, 2.439947, 2.082420, 103391060471.073944
5.236313, 2.439565, 2.080076, 103391060554.290161
5.234921, 2.437320, 2.080118, 103391060637.506393
5.227256, 2.436066, 2.083263, 103391060720.676315
5.225843, 2.424344, 2.081811, 103391060803.984680
5.222787, 2.416727, 2.074079, 103391060887.339066
5.220427, 2.411085, 2.070035, 103391060970.693466
5.216541, 2.403019, 2.069684, 103391061054.001846
5.213591, 2.402523, 2.072845, 103391061137.172089
5.212512, 2.397343, 2.070490, 103391061220.296280
5.207088, 2.395427, 2.073158, 103391061303.420395
5.207260, 2.390570, 2.079238, 103391061386.544449
5.208045, 2.388379, 2.078351, 103391061469.668488
5.208605, 2.389492, 2.073855, 103391061552.884796
5.209143, 2.385795, 2.077274, 103391061636.147308
5.207803, 2.389106, 2.076170, 103391061719.501709
5.206855, 2.389799, 2.078043, 103391061802.810333
5.206004, 2.392150, 2.077367, 103391061886.072815
5.203284, 2.393494, 2.077925, 103391061969.335541
5.200509, 2.394342, 2.079620, 103391062052.597977
5.198578, 2.400022, 2.080185, 103391062135.768021
5.194150, 2.404879, 2.080284, 103391062218.938293
5.193152, 2.406282, 2.081491, 103391062302.108276
5.186773, 2.403680, 2.082125, 103391062385.232178
5.186136, 2.400884, 2.076227, 103391062468.356277
5.186158, 2.404948, 2.076317, 103391062551.434204
5.185755, 2.405216, 2.076576, 103391062634.558243
5.183270, 2.406885, 2.074348, 103391062717.728500
5.179179, 2.403682, 2.079458, 103391062801.082947
5.170195, 2.391060, 2.079870, 103391062884.529465
5.160191, 2.384291, 2.079690, 103391062968.022110
5.147408, 2.366446, 2.074394, 103391063051.560989
5.138184, 2.353176, 2.070178, 103391063135.145844
5.125922, 2.336897, 2.063388, 103391063218.684631
5.116892, 2.326238, 2.062251, 103391063302.085251
5.112576, 2.320647, 2.061673, 103391063385.485687
5.111954, 2.318650, 2.062700, 103391063468.655930
5.115883, 2.324218, 2.072082, 103391063551.687805
5.111433, 2.330340, 2.070882, 103391063634.719940
5.114169, 2.335820, 2.070764, 103391063717.659515
5.118719, 2.341518, 2.068949, 103391063800.645508
5.128272, 2.343422, 2.065985, 103391063883.723343
5.134910, 2.344051, 2.060579, 103391063966.893616
5.137080, 2.340005, 2.064540, 103391064050.110153
5.139722, 2.337936, 2.059522, 103391064133.372482
5.142653, 2.340376, 2.065546, 103391064216.726974
5.146975, 2.342491, 2.061280, 103391064300.081406
5.149671, 2.343604, 2.066336, 103391064383.389618
5.153786, 2.345321, 2.065488, 103391064466.651688
5.155703, 2.350274, 2.069561, 103391064549.960098
5.158053, 2.349677, 2.059729, 103391064633.314453
5.159650, 2.349839, 2.061697, 103391064716.714890
5.162075, 2.351463, 2.062840, 103391064800.115631
5.159192, 2.354805, 2.059402, 103391064883.470154
5.161509, 2.353288, 2.058839, 103391064966.686646
5.162958, 2.351007, 2.057020, 103391065049.902893
5.163075, 2.355918, 2.061167, 103391065133.073105
5.163959, 2.362314, 2.062562, 103391065216.197266
5.163955, 2.359876, 2.063201, 103391065299.321289
5.165645, 2.361381, 2.062452, 103391065382.353287
5.165203, 2.362034, 2.062812, 103391065465.385269
5.167355, 2.364023, 2.061083, 103391065548.463211
5.168205, 2.366341, 2.063286, 103391065631.541183
5.168510, 2.370339, 2.064385, 103391065714.665405
5.172044, 2.369519, 2.068698, 103391065797.927658
5.170478, 2.372558, 2.069015, 103391065881.143890
5.170636, 2.371510, 2.065249, 103391065964.498611
5.167306, 2.372311, 2.066068, 103391066047.853424
5.173125, 2.372219, 2.069347, 103391066131.254135
5.175581, 2.372335, 2.072204, 103391066214.700653
5.174981, 2.370855, 2.071194, 103391066298.055054
5.179665, 2.373289, 2.067195, 103391066381.409805
5.177672, 2.374489, 2.065251, 103391066464.672028
5.178751, 2.372705, 2.070630, 103391066547.888611
5.179586, 2.370721, 2.069578, 103391066631.104767
5.180727, 2.374931, 2.069995, 103391066714.274826
5.179434, 2.376679, 2.068752, 103391066797.444901
5.177121, 2.377978, 2.066527, 103391066880.568878
5.175348, 2.379903, 2.066696, 103391066963.693069
5.177118, 2.383245, 2.070194, 103391067046.771057
5.172831, 2.383821, 2.070910, 103391067129.987228
5.173528, 2.381899, 2.070037, 103391067213.203461
5.175572, 2.378825, 2.067194, 103391067296.511871
5.176935, 2.377266, 2.066957, 103391067379.820419
5.175627, 2.372938, 2.066799, 103391067463.174866
5.178421, 2.372186, 2.058121, 103391067546.529449
5.181139, 2.372366, 2.059224, 103391067629.930038
5.185281, 2.368670, 2.060905, 103391067713.330872
5.179554, 2.370179, 2.070110, 103391067796.731628
5.183465, 2.368344, 2.057955, 103391067880.132217
5.185939, 2.371041, 2.058702, 103391067963.486816
5.182322, 2.370332, 2.060296, 103391068046.749084
5.183468, 2.370090, 2.057799, 103391068130.011566
5.181047, 2.367895, 2.061766, 103391068213.227905
5.182629, 2.365785, 2.055165, 103391068296.351913
5.179858, 2.367271, 2.056388, 103391068379.522125
5.177489, 2.368661, 2.053812, 103391068462.600296
5.172861, 2.367428, 2.066726, 103391068545.816452
5.170412, 2.368876, 2.069954, 103391068628.986572
5.166119, 2.371572, 2.066133, 103391068712.248993
5.164343, 2.371320, 2.065807, 103391068795.557404
5.168425, 2.370809, 2.068467, 103391068878.819717
5.162961, 2.370459, 2.065934, 103391068962.082306
5.161788, 2.373571, 2.070354, 103391069045.298508
5.156372, 2.375386, 2.066450, 103391069128.514648
5.154696, 2.375435, 2.068146, 103391069211.730850
5.146173, 2.376896, 2.069341, 103391069295.039169
5.145421, 2.375565, 2.069019, 103391069378.347580
5.141876, 2.378769, 2.070484, 103391069461.702026
5.134314, 2.380435, 2.067957, 103391069545.010452
5.130683, 2.383937, 2.069288, 103391069628.226669
5.124924, 2.381632, 2.070499, 103391069711.442932
5.121907, 2.381029, 2.065313, 103391069794.659286
5.121318, 2.379624, 2.066925, 103391069877.737320
5.119851, 2.382461, 2.068028, 103391069960.861420
5.117959, 2.391186, 2.071275, 103391070043.939423
5.113444, 2.393889, 2.069915, 103391070127.063705
5.119064, 2.401491, 2.066523, 103391070210.187912
5.118690, 2.400087, 2.070262, 103391070293.358215
5.116174, 2.402847, 2.071313, 103391070376.574600
5.110321, 2.405054, 2.069403, 103391070459.883072
5.109333, 2.401637, 2.068847, 103391070543.237625
5.105071, 2.407220, 2.069599, 103391070626.638092
5.097976, 2.415033, 2.072328, 103391070710.038635
5.097906, 2.419715, 2.071585, 103391070793.439163
5.105061, 2.420388, 2.074212, 103391070876.747742
5.113082, 2.422702, 2.078027, 103391070960.009949
5.122542, 2.424451, 2.073540, 103391071043.318497
5.132639, 2.425865, 2.072195, 103391071126.627014
5.139813, 2.423343, 2.071699, 103391071209.981537
5.143468, 2.420618, 2.073130, 103391071293.335831
5.149792, 2.421994, 2.072858, 103391071376.736465
